name,slug,typeId,website,stages,source
CIE IIIT Hyderabad,cie-iiit-hyderabad,accelerator,https://cie.iiit.ac.in,Pre-Seed,https://cie.iiit.ac.in
CIIE.CO,ciie-co,accelerator,https://ciie.co,Pre-Seed,https://ciie.co
Cisco LaunchPad,cisco-launchpad,accelerator,https://launchpad.cisco.com,Pre-Seed,https://launchpad.cisco.com
Dasra,dasra,accelerator,https://www.dasra.org,Pre-Seed,https://www.dasra.org
Deshpande Startups,deshpande-startups,accelerator,https://www.deshpandefoundation.org,Pre-Seed,https://www.deshpandefoundation.org
Electropreneur Park,electropreneur-park,accelerator,https://www.electropreneurpark.com,Pre-Seed,https://www.electropreneurpark.com
Entrepreneur First,entrepreneur-first,accelerator,https://www.joinef.com,Pre-Seed,https://www.joinef.com
FITT IIT Delhi,fitt-iit-delhi,accelerator,https://fitt-iitd.in,Pre-Seed,https://fitt-iitd.in
Forge Innovation & Ventures,forge-innovation-and-ventures,accelerator,https://www.forgeforward.in,Pre-Seed,https://www.forgeforward.in
Founders Institute Bangalore,founders-institute-bangalore,accelerator,https://fi.co,Pre-Seed,https://fi.co
Founders Institute Hyderabad,founders-institute-hyderabad,accelerator,https://fi.co,Pre-Seed,https://fi.co
Founders Institute Mumbai,founders-institute-mumbai,accelerator,https://fi.co,Pre-Seed,https://fi.co
Goa Startup Mission,goa-startup-mission,accelerator,https://www.goa.gov.in,Pre-Seed,https://www.goa.gov.in
Google for Startups Accelerator India,google-for-startups-accelerator-india,accelerator,https://startup.google.com,Pre-Seed,https://startup.google.com
Gujarat Student Startup Innovation Hub / i-Hub,gujarat-student-startup-innovation-hub-i-hub,accelerator,https://www.startupgujarat.in,Pre-Seed,https://www.startupgujarat.in
Headstart Network Foundation,headstart-network-foundation,accelerator,https://www.headstart.in,Pre-Seed,https://www.headstart.in
iCreate,icreate,accelerator,https://www.icreate.org.in,Pre-Seed,https://www.icreate.org.in
iDEX,idex,accelerator,https://idex.gov.in,Pre-Seed,https://idex.gov.in
IIM Calcutta Innovation Park,iim-calcutta-innovation-park,accelerator,https://www.iimcip.org,Pre-Seed,https://www.iimcip.org
IIM Kozhikode LIVE,iim-kozhikode-live,accelerator,https://iimk.ac.in,Pre-Seed,https://iimk.ac.in
IIM Lucknow Enterprise Incubator,iim-lucknow-enterprise-incubator,accelerator,https://www.iiml.ac.in,Pre-Seed,https://www.iiml.ac.in
IISc SID,iisc-sid,accelerator,https://sid.iisc.ac.in,Pre-Seed,https://sid.iisc.ac.in
IIT Bhubaneswar Research & Entrepreneurship Park,iit-bhubaneswar-research-and-entrepreneurship-park,accelerator,https://www.iitbbs.ac.in,Pre-Seed,https://www.iitbbs.ac.in
IIT Guwahati Technology Incubation Centre,iit-guwahati-technology-incubation-centre,accelerator,https://www.iitg.ac.in,Pre-Seed,https://www.iitg.ac.in
IIT Hyderabad i-TIC,iit-hyderabad-i-tic,accelerator,https://i-tic.iith.ac.in,Pre-Seed,https://i-tic.iith.ac.in
IIT Indore Innovation,iit-indore-innovation,accelerator,https://www.iiti.ac.in,Pre-Seed,https://www.iiti.ac.in
IIT Madras Incubation Cell,iit-madras-incubation-cell,accelerator,https://www.incubation.iitm.ac.in,Pre-Seed,https://www.incubation.iitm.ac.in
IIT Mandi Catalyst,iit-mandi-catalyst,accelerator,https://www.iitmandi.ac.in,Pre-Seed,https://www.iitmandi.ac.in
IIT Roorkee TIDES,iit-roorkee-tides,accelerator,https://www.iitr.ac.in,Pre-Seed,https://www.iitr.ac.in
IIT Ropar Incubation Foundation,iit-ropar-incubation-foundation,accelerator,https://www.iitrpr.ac.in,Pre-Seed,https://www.iitrpr.ac.in
IKP Knowledge Park,ikp-knowledge-park,accelerator,https://www.ikpknowledgepark.com,Pre-Seed,https://www.ikpknowledgepark.com
Intel India Ignite,intel-india-ignite,accelerator,https://www.intel.in,Pre-Seed,https://www.intel.in
Intellecap,intellecap,accelerator,https://www.intellecap.com,Pre-Seed,https://www.intellecap.com
ISB DLabs / CEL,isb-dlabs-cel,accelerator,https://cel.isb.edu,Pre-Seed,https://cel.isb.edu
JioGenNext,jiogennext,accelerator,https://www.jiogennext.com,Pre-Seed,https://www.jiogennext.com
Karnataka Innovation Authority / Elevate,karnataka-innovation-authority-elevate,accelerator,https://startup.karnataka.gov.in,Pre-Seed,https://startup.karnataka.gov.in
Kerala Startup Mission,kerala-startup-mission,accelerator,https://startupmission.kerala.gov.in,Pre-Seed,https://startupmission.kerala.gov.in
KIIT-TBI,kiit-tbi,accelerator,https://kiitincubator.in,Pre-Seed,https://kiitincubator.in
Maharashtra State Innovation Society,maharashtra-state-innovation-society,accelerator,https://mahasbic.gov.in,Pre-Seed,https://mahasbic.gov.in
Mahindra Sparkle,mahindra-sparkle,accelerator,https://www.mahindra.com,Pre-Seed,https://www.mahindra.com
Manipal Universal TBI,manipal-universal-tbi,accelerator,https://manipal.edu,Pre-Seed,https://manipal.edu
MeitY Startup Hub / GENESIS partners,meity-startup-hub-genesis-partners,accelerator,https://msh.meity.gov.in,Pre-Seed,https://msh.meity.gov.in
MeitY TIDE 2.0,meity-tide-2-0,accelerator,https://www.meity.gov.in,Pre-Seed,https://www.meity.gov.in
Microsoft for Startups India,microsoft-for-startups-india,accelerator,https://www.microsoft.com/startups,Pre-Seed,https://www.microsoft.com/startups
NABI Mohali,nabi-mohali,accelerator,https://nabi.res.in,Pre-Seed,https://nabi.res.in
NASSCOM 10000 Startups,nasscom-10000-startups,accelerator,https://10000startups.com,Pre-Seed,https://10000startups.com
NASSCOM CoE Fintech,nasscom-coe-fintech,accelerator,https://www.nasscom.in,Pre-Seed,https://www.nasscom.in
NASSCOM CoE IoT & AI,nasscom-coe-iot-and-ai,accelerator,https://www.nasscom.in,Pre-Seed,https://www.nasscom.in
NIDHI PRAYAS,nidhi-prayas,accelerator,https://www.nstedb.com,Pre-Seed,https://www.nstedb.com
NIT Trichy TBI,nit-trichy-tbi,accelerator,https://www.nitt.edu,Pre-Seed,https://www.nitt.edu
NITK STEP,nitk-step,accelerator,https://www.nitk.ac.in,Pre-Seed,https://www.nitk.ac.in
NSRCEL,nsrcel,accelerator,https://nsrcel.org,Pre-Seed,https://nsrcel.org
NVIDIA Inception,nvidia-inception,accelerator,https://www.nvidia.com/en-us/startups/,Pre-Seed,https://www.nvidia.com/en-us/startups/
Odisha Startup / Startup Odisha,odisha-startup-startup-odisha,accelerator,https://startupodisha.gov.in,Pre-Seed,https://startupodisha.gov.in
Plaksha University Launchpad,plaksha-university-launchpad,accelerator,https://plaksha.edu.in,Pre-Seed,https://plaksha.edu.in
PSG-STEP,psg-step,accelerator,https://psgstep.org,Pre-Seed,https://psgstep.org
Pusa Krishi,pusa-krishi,accelerator,https://pusakrishi.iari.res.in,Pre-Seed,https://pusakrishi.iari.res.in
Qualcomm Design in India Startup,qualcomm-design-in-india-startup,accelerator,https://www.qualcomm.com,Pre-Seed,https://www.qualcomm.com
Razorpay Rize,razorpay-rize,accelerator,https://rize.razorpay.com,Pre-Seed,https://rize.razorpay.com
RKVY-RAFTAAR Incubators,rkvy-raftaar-incubators,accelerator,https://rkvy.nic.in,Pre-Seed,https://rkvy.nic.in
RTBI IIT Madras,rtbi-iit-madras,accelerator,https://www.rtbi.in,Pre-Seed,https://www.rtbi.in
SAP.iO Foundry India,sap-io-foundry-india,accelerator,https://sap.io,Pre-Seed,https://sap.io
SIIC IIT Kanpur,siic-iit-kanpur,accelerator,https://siic.iitk.ac.in,Pre-Seed,https://siic.iitk.ac.in
SINE IIT Bombay,sine-iit-bombay,accelerator,https://sineiitb.org,Pre-Seed,https://sineiitb.org
SRM Innovation Incubation Centre,srm-innovation-incubation-centre,accelerator,https://www.srmist.edu.in,Pre-Seed,https://www.srmist.edu.in
Startup Haryana,startup-haryana,accelerator,https://startupharyana.gov.in,Pre-Seed,https://startupharyana.gov.in
Startup Oasis,startup-oasis,accelerator,https://startupoasis.in,Pre-Seed,https://startupoasis.in
Startup Punjab,startup-punjab,accelerator,https://www.startuppunjab.gov.in,Pre-Seed,https://www.startuppunjab.gov.in
STPI Centres of Entrepreneurship,stpi-centres-of-entrepreneurship,accelerator,https://www.stpi.in,Pre-Seed,https://www.stpi.in
Surge,surge,accelerator,https://surge.com,Seed,https://surge.com
T-Hub,t-hub,accelerator,https://t-hub.co,Pre-Seed,https://t-hub.co
T-Works,t-works,accelerator,https://tworks.in,Pre-Seed,https://tworks.in
Tamil Nadu Startup & Innovation Mission,tamil-nadu-startup-and-innovation-mission,accelerator,https://startuptn.in,Pre-Seed,https://startuptn.in
Techstars,techstars,accelerator,https://www.techstars.com,Pre-Seed,https://www.techstars.com
Telangana TSIC / T-Hub related programs,telangana-tsic-t-hub-related-programs,accelerator,https://enrich.telangana.gov.in,Pre-Seed,https://enrich.telangana.gov.in
TiE Nurture,tie-nurture,accelerator,https://tie.org,Pre-Seed,https://tie.org
TiE ScaleUp,tie-scaleup,accelerator,https://tie.org,"Seed,Series A",https://tie.org
UnLtd India,unltd-india,accelerator,https://www.unltdindia.org,Pre-Seed,https://www.unltdindia.org
Village Capital India,village-capital-india,accelerator,https://vilcap.com,Pre-Seed,https://vilcap.com
Villgro,villgro,accelerator,https://villgro.org,Pre-Seed,https://villgro.org
VIT-TBI,vit-tbi,accelerator,https://vit.ac.in,Pre-Seed,https://vit.ac.in
WEIN Capital,wein-capital,accelerator,https://weincapital.in,Seed,
Yes Fintech,yes-fintech,accelerator,https://www.yesbank.in,Pre-Seed,https://www.yesbank.in
Zone Startups India,zone-startups-india,accelerator,https://zonestartups.com,Pre-Seed,https://zonestartups.com
Amazon Smbhav Venture Fund,amazon-smbhav-venture-fund,corporate,https://www.aboutamazon.in,"Seed,Series A",https://www.aboutamazon.in
Apollo Connect / Apollo Hospitals Ventures,apollo-connect-apollo-hospitals-ventures,corporate,https://www.apollohospitals.com,"Seed,Series A",https://www.apollohospitals.com
Bajaj Labs / Bajaj Finserv Ventures,bajaj-labs-bajaj-finserv-ventures,corporate,https://www.bajajfinserv.in,"Seed,Series A",https://www.bajajfinserv.in
Biocon Innovation / Biocon Ventures,biocon-innovation-biocon-ventures,corporate,https://www.biocon.com,"Seed,Series A",https://www.biocon.com
Birlasoft Ventures,birlasoft-ventures,corporate,https://www.birlasoft.com,"Seed,Series A",https://www.birlasoft.com
Bosch Ventures,bosch-ventures,corporate,https://www.bosch.ventures,"Seed,Series A",https://www.bosch.ventures
BP Ventures,bp-ventures,corporate,https://www.bp.com,"Seed,Series A",https://www.bp.com
Brand Capital,brand-capital,corporate,https://brandcapital.co.in,"Seed,Series A",https://brandcapital.co.in
BrowserStack Investments,browserstack-investments,corporate,https://www.browserstack.com,"Seed,Series A",https://www.browserstack.com
Chargebee Investments,chargebee-investments,corporate,https://www.chargebee.com,"Seed,Series A",https://www.chargebee.com
Cipla New Ventures,cipla-new-ventures,corporate,https://www.cipla.com,"Seed,Series A",https://www.cipla.com
Cisco Investments,cisco-investments,corporate,https://www.cisco.com,"Series A,Series B",https://www.cisco.com/c/en/us/about/corporate-strategy-office/investments.html
CitiusTech Investments,citiustech-investments,corporate,https://www.citiustech.com,"Seed,Series A",https://www.citiustech.com
CoinDCX Ventures,coindcx-ventures,corporate,https://coindcx.com,"Seed,Series A",https://coindcx.com
Delivery Hero Ventures,delivery-hero-ventures,corporate,https://www.deliveryhero.com,"Seed,Series A",https://www.deliveryhero.com
Dr Reddy's Ventures,dr-reddy-s-ventures,corporate,https://www.drreddys.com,"Seed,Series A",https://www.drreddys.com
Dream Sports Ventures,dream-sports-ventures,corporate,https://www.dreamsports.gg,"Seed,Series A",https://www.dreamsports.gg
Flipkart Ventures,flipkart-ventures,corporate,https://stories.flipkart.com,"Seed,Series A",https://stories.flipkart.com
Freshworks Capital,freshworks-capital,corporate,https://www.freshworks.com,"Seed,Series A",https://www.freshworks.com
Gradient Ventures,gradient-ventures,corporate,https://www.gradient.com,"Seed,Series A",https://www.gradient.com
HCL Software Investments,hcl-software-investments,corporate,https://www.hcltech.com,"Seed,Series A",https://www.hcltech.com
Hero Enterprise,hero-enterprise,corporate,https://www.heroenterprise.com,"Seed,Series A,Series B",https://www.heroenterprise.com
Honda Ventures,honda-ventures,corporate,https://www.honda.com,"Seed,Series A",https://www.honda.com
Hyundai CRADLE,hyundai-cradle,corporate,https://cradle.hyundai.com,"Seed,Series A",https://cradle.hyundai.com
Info Edge Ventures,info-edge-ventures,corporate,https://www.infoedge.com,"Seed,Series A,Series B",https://www.infoedge.com
Infosys Innovation Fund,infosys-innovation-fund,corporate,https://www.infosys.com,"Seed,Series A",https://www.infosys.com
Intel Capital,intel-capital,corporate,https://www.intelcapital.com,"Seed,Series A,Series B",https://www.intelcapital.com
Invert by Groww,invert-by-groww,corporate,https://groww.in,"Seed,Series A",https://groww.in
L&T Technology Services Ventures,l-and-t-technology-services-ventures,corporate,https://www.ltts.com,"Seed,Series A",https://www.ltts.com
Lupin Digital Health Ventures,lupin-digital-health-ventures,corporate,https://www.lupin.com,"Seed,Series A",https://www.lupin.com
M12,m12,corporate,https://m12.vc,"Seed,Series A,Series B",https://m12.vc
Mahindra Partners,mahindra-partners,corporate,https://www.mahindrapartners.com,"Series A,Series B,Series C+",https://www.mahindrapartners.com
Marico Growth Ventures,marico-growth-ventures,corporate,https://www.marico.com,"Seed,Series A",https://www.marico.com
Mindtree Ventures / LTIMindtree Investments,mindtree-ventures-ltimindtree-investments,corporate,https://www.ltimindtree.com,"Seed,Series A",https://www.ltimindtree.com
Mphasis NEXT Labs Investments,mphasis-next-labs-investments,corporate,https://www.mphasis.com,"Seed,Series A",https://www.mphasis.com
Naspers Foundry,naspers-foundry,corporate,https://www.naspers.com,"Seed,Series A",https://www.naspers.com
Nazara Ventures,nazara-ventures,corporate,https://www.nazara.com,"Seed,Series A",https://www.nazara.com
Nestlé Ventures,nestl-ventures,corporate,https://www.nestle.com,"Seed,Series A",https://www.nestle.com
next47,next47,corporate,https://next47.com,"Seed,Series A,Series B",https://next47.com
PayU Ventures,payu-ventures,corporate,https://www.payu.in,"Seed,Series A",https://www.payu.in
Persistent Ventures,persistent-ventures,corporate,https://www.persistent.com,"Seed,Series A",https://www.persistent.com
Postman Capital,postman-capital,corporate,https://www.postman.com,"Seed,Series A",https://www.postman.com
Prosus Ventures,prosus-ventures,corporate,https://www.prosus.com,"Series A,Series B,Series C+",https://www.prosus.com
Qualcomm Ventures,qualcomm-ventures,corporate,https://www.qualcommventures.com,"Seed,Series A,Series B",https://www.qualcommventures.com
Reliance Ventures,reliance-ventures,corporate,https://www.ril.com,"Series A,Series B,Series C+",https://www.ril.com
Samsung Ventures,samsung-ventures,corporate,https://www.samsungventures.com,"Seed,Series A,Series B",https://www.samsungventures.com
SC Ventures,sc-ventures,corporate,https://www.sc.com/en/ventures/,"Seed,Series A",https://www.sc.com/en/ventures/
Scalable Capital,scalable-capital,corporate,https://scalable.capital,,
SE Ventures,se-ventures,corporate,https://se.ventures,"Seed,Series A",https://se.ventures
Shell Ventures,shell-ventures,corporate,https://www.shell.com/ventures,"Seed,Series A,Series B",https://www.shell.com/ventures
Sony Innovation Fund,sony-innovation-fund,corporate,https://www.sonyinnovationfund.com,"Seed,Series A",https://www.sonyinnovationfund.com
Sun Pharma Ventures,sun-pharma-ventures,corporate,https://www.sunpharma.com,"Seed,Series A",https://www.sunpharma.com
Tata Capital Innovations,tata-capital-innovations,corporate,https://www.tatacapital.com,"Seed,Series A",https://www.tatacapital.com
TCS Co-Innovation / TCS Ventures,tcs-co-innovation-tcs-ventures,corporate,https://www.tcs.com,"Seed,Series A",https://www.tcs.com
Tech Mahindra Ventures,tech-mahindra-ventures,corporate,https://www.techmahindra.com,"Seed,Series A",https://www.techmahindra.com
TotalEnergies Ventures,totalenergies-ventures,corporate,https://totalenergies.com,"Seed,Series A",https://totalenergies.com
Toyota Ventures,toyota-ventures,corporate,https://www.toyota.ventures,"Seed,Series A",https://www.toyota.ventures
Unilever Ventures,unilever-ventures,corporate,https://www.unileverventures.com,"Seed,Series A",https://www.unileverventures.com
upGrad Ventures,upgrad-ventures,corporate,https://www.upgrad.com,"Seed,Series A",https://www.upgrad.com
Wipro Ventures,wipro-ventures,corporate,https://www.wipro.com,"Seed,Series A",https://www.wipro.com
Zoho Investments,zoho-investments,corporate,https://www.zoho.com,"Seed,Series A",https://www.zoho.com
Anand Chandrasekaran,anand-chandrasekaran,angel,https://www.celesta.vc,Pre-Seed,
Anupam Mittal,anupam-mittal,angel,https://www.shaadi.com,Pre-Seed,
BeyondSeed,beyondseed,angel,https://beyondseed.sg,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
Cogniphy,cogniphy,angel,https://cogniphy.us,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
Equentis,equentis,angel,https://equentis.com,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
Gaurav Munjal,gaurav-munjal,angel,https://unacademy.com,Pre-Seed,
InCred Ventures,incred-ventures,angel,https://incred.com,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
Infinyte Club,infinyte-club,angel,https://infinyte.club,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
Kunal Shah,kunal-shah,angel,https://cred.club,Pre-Seed,
Negen Capital,negen-capital,angel,https://negencapital.com,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
Perpetuity,perpetuity,angel,https://perpetuity.co.in,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
Rajan Anandan,rajan-anandan,angel,https://www.linkedin.com/in/rajananandan,Pre-Seed,https://www.linkedin.com/in/rajananandan
Soonicorn Ventures,soonicorn-ventures,angel,https://soonicornventures.com,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
Transition VC,transition-vc,angel,https://transitionventurecapital.com,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
Wisdom Smith Angels,wisdom-smith-angels,angel,https://wisdomsmith.com,Pre-Seed,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16
